category,vehicle-brand,vehicle-model,vehicle-variant,type,recommended-sku,sku-desc.,upsize-sku,alternate-sku1,alternate-sku2,alternate-sku3,,
Motorcycle,Bajaj,Calliber,100 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Bajaj,Wind,125 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Hero,Ambition,135 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Hero,Glamour,125 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Hero,Passion,100 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Yamaha,Alba,100 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Yamaha,Crux R,100 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Yamaha,G5,150 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Yamaha,Gladiator,125 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Yamaha,YBR,YBR,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Mahindra,Centuro,100 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Mahindra,PANTERO,100 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Mahindra,Stallion,100 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Suzuki,Heat,125 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Suzuki,Sling Shot,125 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Suzuki,Zeus,125 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,TVS,Radeon,110 cc,Rear,113310,3.00-18 GRIPP X5 TT 52P,,102974,101494,105765,,
Motorcycle,Hero,CBZ Xtreme,150 cc,Rear,,110/90-18 ZOOM PLUS  TT 61P,,103034,,,,
Motorcycle,Aprilia,RS 457,457 cc,Front,113494,110/70ZR17 SPORTRAD TL 54W,,104976,,,,
Motorcycle,Aprilia,RS 457,457 cc,Front,113496,150/60ZR17 SPORTRAD TL 66W,,104974,,,,
Motorcycle,BMW ,GS 310,310 CC,Front,113577,110/80R19 CROSSRAD TL 59V,,,,,,
Motorcycle,SUZUKI ,V-STORM 650,645 CC,Front,113577,110/80R19 CROSSRAD TL 59V,,,,,,
Motorcycle,SUZUKI ,V-STORM 1000,1037 CC,Front,113577,110/80R19 CROSSRAD TL 59V,,,,,,
Motorcycle,BMW ,GS 750,853 CC,Rear,113578,150/70R17 CROSSRAD TL 69V,,,,,,
Motorcycle,SUZUKI ,VSTORM 650,645 CC,Rear,113578,150/70R17 CROSSRAD TL 69V,,,,,,
Motorcycle,SUZUKI ,VSTORM 650,1037 CC,Rear,113578,150/70R17 CROSSRAD TL 69V,,,,,,
Motorcycle,BMW ,GS 310,310 CC,Rear,113578,150/70R17 CROSSRAD TL 69V,,,,,,
Motorcycle,TRIUMPH ,STREET SCRAMBLER,900 CC,Rear,113578,150/70R17 CROSSRAD TL 69V,,,,,,
Motorcycle,Kawasaki,ZX-10R,998CC,Front,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,Kawasaki,ZX-10R,998CC,Rear,113921,190/55ZR17 SPORTRAD ST 75W,,,,,,
Motorcycle,Kawasaki,Versys 650,649CC,Front,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,Kawasaki,Z650RS,649CC,Front,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,BMW ,S1000R,999CC,Front,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,BMW ,S1000R,999CC,Rear,113921,190/55ZR17 SPORTRAD ST 75W,,,,,,
Motorcycle,BMW ,R1200RS,1170CC,Front,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,BMW ,R1200RS,1170CC,Rear,113896,180/55ZR17 SPORTRAD ST TL  73W,,,,,,
Motorcycle,BMW ,S1000XR,999CC,Front,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,BMW ,S1000XR,999CC,Rear,113921,190/55ZR17 SPORTRAD ST 75W,,,,,,
Motorcycle,Suzuki,GSX-R1000,999CC,Front,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,Suzuki,GSX-R1000,999CC,Rear,113921,190/55ZR17 SPORTRAD ST 75W,,,,,,
Motorcycle,Royal Enfield,Gureilla 450,452CC,Front,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,Honda,CBR650F,648CC,Font,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,Honda,CBR650F,648CC,Rear,113896,180/55ZR17 SPORTRAD ST TL  73W,,,,,,
Motorcycle,KTM,Duke,890CC,Font,113895,120/70ZR17 SPORTRAD ST TL  58W,,,,,,
Motorcycle,KTM,Duke,890CC,Rear,113896,180/55ZR17 SPORTRAD ST TL  73W,,,,,,
Motorcycle,RE,Himalayan,411cc,Rear,115113,120/90-17 Gripp XC TT 64R,,,,,,
Motorcycle,RE,Goan Classic,349cc,Front,112903,100/90-19 Zoom Classic F TL 63P,,,,,,
Motorcycle,RE,Goan Classic,349cc,Rear,112902,130/90-16 Zoom Classic TL 74P,,,,,,
